name,O,OH,U_param,spin,oxidation_states_A,oxidation_states_B,electronegativity_A,electronegativity_B,Tolerance_factor,Octahedral_factor,ionic_ration_AO,ionic_ration_BO,Diff_A_O,Diff_B_O,Z_1,atomic_radius_1,mendeleev_no_1,common_oxi_states_1,X_1,thermal_conductivity1,average_ionic_radius1,atomic_orbitals1,V_B_O_sigma,V_B_O_pi
Tl2Ta2O6,0.43713001,-0.720851305,0,1,2,5,1.62,1.5,0.881333813,0.650793651,1.057539683,0.650793651,-1.82,-1.94,35.6,1.03,86.6,0,2.688,20.615948,1.1865,-0.614784,-0.048716239,0.028126334
BaCaSc2O6,5.37330701,1.774034695,0,1,4,3,0.945,1.36,0.848857791,0.702380952,1.043650794,0.702380952,-2.495,-2.08,16.6,1.075,67.4,-0.2,2.525,25.015948,1.196,-0.5801506,-0.026422852,0.01525524
LaLiCu2O6,4.80376601,,0,1,4,2,1.04,1.9,0.780537101,0.650793651,0.822222222,0.650793651,-2.4,-1.54,16.6,0.97,79.5,-0.4,2.652,89.815948,1.1272,-0.5810057,-0.012155645,0.007018065
Ba2Mn2O6,3.88489401,,3.9,2,4,2,0.89,1.55,1.018974838,0.514550265,1.182539683,0.514550265,-2.55,-1.89,21,1.07,75.4,-0.4,2.552,5.175948,1.183666667,-0.5848378,-0.024220011,0.01398343
Na2Ti2O6,5.13627501,2.326804695,0,1,2,4,0.93,1.54,0.810354417,0.675925926,0.920634921,0.675925926,-2.51,-1.9,11.4,1,73,-0.2,2.558,32.415948,1.158333333,-0.9689186,-0.023694947,0.013680284
K2Nb2O6,2.27980501,0.360816695,0,1,2,5,0.82,1.6,0.945075409,0.650793651,1.206349206,0.650793651,-2.62,-1.84,16.8,1.09,73.2,0,2.548,30.815948,1.224,-0.9479188,-0.045979948,0.026546535
BaSrTi2O6,3.70536201,0.873934695,0,1,4,4,0.92,1.54,0.89239443,0.675925926,1.115079365,0.675925926,-2.52,-1.9,18.6,1.055,73.7,0,2.556,9.715948,1.207333333,-0.7136668,-0.023694947,0.013680284
Sr2Pt2O6,3.14129901,1.132828695,0,1,4,2,0.95,2.28,0.883455446,0.638888889,1.047619048,0.638888889,-2.49,-1.16,28,1.03,77.2,-0.4,2.71,21.415948,1.181,-0.8461422,-0.036128856,0.020859005
La2Cr2O6,1.94145301,-0.646335305,3.7,2,6,3,1.1,1.66,0.781674405,0.746031746,0.93015873,0.746031746,-2.34,-1.78,21,1.03,78.6,0,2.616,21.415948,1.1784,-0.5793528,-0.016089135,0.009289066
BaRbY2O6,5.34056001,2.030685695,0,1,3,3,0.855,1.22,0.871585967,0.825396825,1.25,0.825396825,-2.585,-2.22,21.9,1.17,67.9,-0.3,2.479,11.015948,1.279,-0.9876438,-0.039929452,0.02305328
Ba2Ru2O6,1.40869101,0.312121695,0,1,4,3,0.89,2.2,1.012255934,0.524603175,1.182539683,0.524603175,-2.55,-1.24,24.8,1.05,75.8,-0.2,2.682,27.615948,1.1862,-1.0722832,-0.046062567,0.026594236
Na2Hf2O6,5.17109301,,0,1,2,4,0.93,1.3,0.810994507,0.674603175,0.920634921,0.674603175,-2.51,-2.14,21.4,1.03,72.8,-0.2,2.51,32.615948,1.158,-0.9687904,-0.050796367,0.029327296
BaSrIr2O6,2.15768701,,0,1,4,3,0.92,2.2,0.930587443,0.607142857,1.115079365,0.607142857,-2.52,-1.24,29.6,1.045,76.7,-0.2,2.688,35.315948,1.19,-0.7193478,-0.040770942,0.023539114
BaBiSc2O6,5.30544401,,0,1,5,3,1.455,1.36,0.831550982,0.702380952,1.001984127,0.702380952,-1.985,-2.08,22.9,1.055,74.5,-0.1,2.627,5.815948,1.1855,-0.6086224,-0.026422852,0.01525524
LaTlY2O6,4.23946001,,0,1,4,3,1.36,1.22,0.77236044,0.825396825,0.993849206,0.825396825,-2.08,-2.22,26.4,1.105,76.7,-0.2,2.58,9.315948,1.21445,-0.9039673,-0.039929452,0.02305328
Na2Au2O6,4.77370901,,0,1,2,3,0.93,2.54,0.734419919,0.849206349,0.920634921,0.849206349,-2.51,-0.9,22.8,0.99,76.8,-0.4,2.758,92.015948,1.202,-0.9679642,-0.021083525,0.012172579
Ag2Zn2O6,4.58311401,,0,1,2,2,1.93,1.65,0.775394352,0.698412698,0.862433862,0.698412698,-1.51,-1.79,20.2,0.95,90,-0.6,2.78,110.015948,1.149333333,-1.2119802,-0.009814351,0.005666318
Rb2In2O6,5.48107701,,0,1,2,3,0.82,1.78,0.938523546,0.746031746,1.317460317,0.746031746,-2.62,-1.66,22,1.14,78.2,-0.4,2.584,28.015948,1.276,-1.5623552,0.024984978,-0.012492489
Ag2Ge2O6,3.87102101,,0,1,2,-4,1.93,2.01,0.817410795,0.611111111,0.862433862,0.611111111,-1.51,-1.43,20.6,0.93,91.6,-1.8,2.852,98.015948,1.127333333,-1.2527398,0.027657296,-0.013828648
Ca2Tl2O6,4.60129601,,0,1,4,1,1,1.62,0.654602228,1.057539683,0.904761905,1.057539683,-2.44,-1.82,25,1.1,79.4,-0.6,2.588,49.215948,1.2505,-0.6081034,0.015625586,-0.007812793
Rb2Y2O6,5.55585101,2.270781695,0,1,2,3,0.82,1.22,0.897718174,0.825396825,1.317460317,0.825396825,-2.62,-2.22,20,1.19,67.4,-0.4,2.472,15.015948,1.296,-1.0892522,-0.039929452,0.02305328
BaLiIr2O6,2.28648401,-0.474569305,0,1,3,3,0.935,2.2,0.857257851,0.607142857,0.948412698,0.607142857,-2.505,-1.24,26.1,0.99,76.4,-0.3,2.691,40.315948,1.148,-0.5843701,-0.040770942,0.023539114
Sr2Mo2O6,-2.07056299,-3.229292305,4.38,1,4,4,0.95,2.16,0.896479359,0.615079365,1.047619048,0.615079365,-2.49,-1.28,20.8,1.05,74.8,0,2.686,34.815948,1.175,-1.2608454,-0.044569724,0.025732342
Ag2Ru2O6,1.85494501,-0.608896305,0,1,2,3,1.93,2.2,0.86379173,0.524603175,0.862433862,0.524603175,-1.51,-1.24,23,0.94,87.2,-0.4,2.89,110.015948,1.105533333,-1.6931078,-0.046062567,0.026594236
BaNaSc2O6,5.46718301,2.248071695,0,1,3,3,0.91,1.36,0.852154326,0.702380952,1.051587302,0.702380952,-2.53,-2.08,15.7,1.075,66.9,-0.3,2.518,19.015948,1.198,-0.7723496,-0.026422852,0.01525524
Bi2Ti2O6,-1.82235499,,0,1,6,4,2.02,1.54,0.768497267,0.675925926,0.821428571,0.675925926,-1.42,-1.9,25.8,0.96,88.2,0.2,2.776,6.015948,1.133333333,-0.6414642,-0.023694947,0.013680284
Sr2Pb2O6,4.00192601,-0.889100305,0,1,4,2,0.95,2.33,0.765723188,0.890873016,1.047619048,0.890873016,-2.49,-1.11,28.8,1.12,80,-0.4,2.72,14.015948,1.2445,-0.885318,0.019028072,-0.009514036
BaCaV2O6,0.07202101,,3.25,1,4,5,0.945,1.63,0.893644153,0.617063492,1.043650794,0.617063492,-2.495,-1.81,17,1.025,74.4,0.2,2.579,28.015948,1.1745,-0.5840486,-0.023622133,0.013638245
Ba2V2O6,0.01538701,,3.25,1,4,5,0.89,1.63,0.954377251,0.617063492,1.182539683,0.617063492,-2.55,-1.81,20.6,1.06,74.2,0.2,2.568,9.815948,1.2095,-0.5818042,-0.023622133,0.013638245
Ag2Rh2O6,2.38295201,,0,1,2,3,1.93,2.28,0.827602949,0.591269841,0.862433862,0.591269841,-1.51,-1.16,23.2,0.95,87.8,-0.4,2.906,116.015948,1.122333333,-1.7325362,-0.03567009,0.020594136
La2Os2O6,0.60499201,,0,1,6,4,1.1,2.2,0.889644952,0.534126984,0.93015873,0.534126984,-2.34,-1.24,31.4,1.01,79.8,0.2,2.724,20.215948,1.125,-0.5875616,-0.052177822,0.03012488
Ba2Ge2O6,2.83087701,,0,1,4,-4,0.89,2.01,0.957903275,0.611111111,1.182539683,0.611111111,-2.55,-1.43,22.4,1.04,80.2,-1.6,2.644,15.615948,1.208,-0.6319152,0.027657296,-0.013828648
Rb2Nb2O6,2.05246701,,0,1,2,5,0.82,1.6,0.992669135,0.650793651,1.317460317,0.650793651,-2.62,-1.84,20.4,1.12,73,0,2.548,22.415948,1.252,-1.157166,-0.045979948,0.026546535
BaTlTi2O6,3.43475301,-0.893210305,0,1,3,4,1.255,1.54,0.894487288,0.675925926,1.120039683,0.675925926,-2.185,-1.9,22.9,1.045,80,-0.1,2.623,10.815948,1.208583333,-0.5966371,-0.023694947,0.013680284
Li2Sc2O6,5.41883601,,0,1,2,3,0.98,1.36,0.712051584,0.702380952,0.714285714,0.702380952,-2.46,-2.08,9.6,0.97,66.8,-0.4,2.532,20.215948,1.113,-0.5752208,-0.026422852,0.01525524
K2Ru2O6,2.01605301,0.690009695,0,1,2,3,0.82,2.2,1.023298726,0.524603175,1.206349206,0.524603175,-2.62,-1.24,17.4,1.06,75,-0.4,2.668,44.015948,1.1922,-1.0662528,-0.046062567,0.026594236
BaSnIr2O6,1.91454301,,0,1,-2,3,1.425,2.2,0.845036252,0.607142857,0.920634921,0.607142857,-2.015,-1.24,30.8,0.99,83.5,-0.8,2.789,38.515948,1.141,-1.0284496,-0.040770942,0.023539114
BaNaCu2O6,4.84083801,,0,1,3,2,0.91,1.9,0.878784149,0.650793651,1.051587302,0.650793651,-2.53,-1.54,17.3,1.025,77.5,-0.5,2.626,95.815948,1.185,-0.7754652,-0.012155645,0.007018065
Rb2Pd2O6,3.85655101,0.032542695,0,1,2,2,0.82,2.2,0.980297591,0.671626984,1.317460317,0.671626984,-2.62,-1.24,21.4,1.11,76.2,-0.6,2.668,26.015948,1.25725,-1.327662,-0.027561867,0.015912851
Ca2Nb2O6,-2.05035699,-1.535745305,0,1,4,5,1,1.6,0.81589244,0.650793651,0.904761905,0.650793651,-2.44,-1.84,17,1.01,74.4,0.2,2.584,50.815948,1.148,-0.958438,-0.045979948,0.026546535
La2Cu2O6,4.82566601,1.961336695,0,1,6,2,1.1,1.9,0.826771006,0.650793651,0.93015873,0.650793651,-2.34,-1.54,22,1.02,81.6,-0.2,2.664,82.615948,1.1544,-0.583675,-0.012155645,0.007018065
BaTlY2O6,5.19679301,0.394080695,0,1,3,3,1.255,1.22,0.821243039,0.825396825,1.120039683,0.825396825,-2.185,-2.22,26.3,1.125,74.8,-0.3,2.559,9.815948,1.24625,-0.9026407,-0.039929452,0.02305328
LaScTi2O6,-1.31443399,,0,1,6,4,1.23,1.54,0.766320696,0.675925926,0.816269841,0.675925926,-2.21,-1.9,17,0.995,76,0.2,2.618,7.315948,1.132033333,-0.5851095,-0.023694947,0.013680284
BaScIr2O6,2.46512701,,0,1,5,3,1.125,2.2,0.854638937,0.607142857,0.942460317,0.607142857,-2.315,-1.24,27.9,1.005,77.1,-0.1,2.729,33.415948,1.1465,-0.5894639,-0.040770942,0.023539114
BaAgCu2O6,4.96186101,2.238134695,0,1,3,2,1.41,1.9,0.866319125,0.650793651,1.022486772,0.650793651,-2.03,-1.54,20.9,1.005,83.5,-0.5,2.726,124.815948,1.177666667,-0.8914341,-0.012155645,0.007018065
Sr2Ag2O6,5.19387601,,0,1,4,1,0.95,1.93,0.777415694,0.862433862,1.047619048,0.862433862,-2.49,-1.51,21.8,1.08,77.8,-0.6,2.64,93.015948,1.237333333,-1.4584986,-0.016382557,0.009458474
LaNaIr2O6,1.88067601,,0,1,4,3,1.015,2.2,0.847131383,0.607142857,0.925396825,0.607142857,-2.425,-1.24,27,1.005,78.2,-0.2,2.707,45.315948,1.1422,-0.7814828,-0.040770942,0.023539114
Ag2Ir2O6,2.90092501,,0,1,2,3,1.93,2.2,0.819429093,0.607142857,0.862433862,0.607142857,-1.51,-1.24,29.6,0.95,88,-0.4,2.89,116.015948,1.126333333,-1.2065374,-0.040770942,0.023539114
LaNaCu2O6,4.91480601,2.111453695,0,1,4,2,1.015,1.9,0.824731275,0.650793651,0.925396825,0.650793651,-2.425,-1.54,17.4,1.005,79.4,-0.4,2.647,95.315948,1.1532,-0.7767918,-0.012155645,0.007018065
BaAgSc2O6,5.66526401,2.487256695,0,1,3,3,1.41,1.36,0.840067031,0.702380952,1.022486772,0.702380952,-2.03,-2.08,19.3,1.055,72.9,-0.3,2.618,48.015948,1.190666667,-0.8883185,-0.026422852,0.01525524
BaPbMo2O6,-2.39323599,,4.38,1,4,4,1.61,2.16,0.89170161,0.615079365,1.036706349,0.615079365,-1.83,-1.28,27,1.045,81.4,0,2.818,33.115948,1.17225,-1.0173974,-0.044569724,0.025732342
La2Pd2O6,3.88014501,1.384462695,0,1,6,2,1.1,2.2,0.816467035,0.671626984,0.93015873,0.671626984,-2.34,-1.24,25.4,1.03,81,-0.2,2.724,17.015948,1.15965,-1.1270984,-0.027561867,0.015912851
Pb2Nb2O6,-1.93664499,-1.423978305,0,1,4,5,2.33,1.6,0.809943224,0.650793651,0.890873016,0.650793651,-1.11,-1.84,29.4,1.01,87.6,0.2,2.85,17.815948,1.1445,-1.0015932,-0.045979948,0.026546535
Sr2Cu2O6,4.78966401,,0,1,4,2,0.95,1.9,0.877084373,0.650793651,1.047619048,0.650793651,-2.49,-1.54,18.2,1.03,78,-0.4,2.634,87.015948,1.184,-0.8482918,-0.012155645,0.007018065
LaNaTi2O6,3.86983601,0.712606695,0,1,4,4,1.015,1.54,0.81236356,0.675925926,0.925396825,0.675925926,-2.425,-1.9,16,1.015,75.2,0,2.575,19.715948,1.159533333,-0.7758018,-0.023694947,0.013680284
Ag2Nb2O6,2.10858901,0.319394695,0,1,2,5,1.93,1.6,0.797761497,0.650793651,0.862433862,0.650793651,-1.51,-1.84,22.4,0.97,85.4,0,2.77,96.815948,1.137333333,-1.5747738,-0.045979948,0.026546535
Ca2Cu2O6,4.89560801,1.106284695,0,1,4,2,1,1.9,0.81589244,0.650793651,0.904761905,0.650793651,-2.44,-1.54,14.6,0.99,78.2,-0.4,2.644,120.015948,1.148,-0.5855106,-0.012155645,0.007018065
Sr2Ge2O6,3.99458001,0.886552695,0,1,4,-4,0.95,2.01,0.898687436,0.611111111,1.047619048,0.611111111,-2.49,-1.43,18.8,1.01,80.4,-1.6,2.656,19.015948,1.174,-0.8991852,0.027657296,-0.013828648
SrNaV2O6,0.58008501,-0.094366305,3.25,1,3,5,0.94,1.63,0.867615682,0.617063492,0.984126984,0.617063492,-2.5,-1.81,14.3,1.01,74,0.1,2.578,23.715948,1.1595,-0.9098826,-0.023622133,0.013638245
LaTlCo2O6,2.49369301,,3.32,2,4,2,1.36,1.88,0.875807236,0.60978836,0.993849206,0.60978836,-2.08,-1.56,24,1.015,84.5,-0.4,2.712,25.915948,1.160116667,-0.6054419,-0.015540806,0.008972489
La2Re2O6,-1.44914399,-3.834517305,0,1,6,4,1.1,1.9,0.871829502,0.56547619,0.93015873,0.56547619,-2.34,-1.54,31.2,1.02,78.8,0.2,2.664,12.215948,1.1329,-0.5866356,-0.051535313,0.029753927
Ba2Ga2O6,5.13331001,2.004139695,0,1,4,3,0.89,1.81,0.96264537,0.603174603,1.182539683,0.603174603,-2.55,-1.63,22.2,1.05,79.6,-0.2,2.604,9.415948,1.206,-0.6122144,0.030344454,-0.015172227
LaSrNb2O6,-2.05568799,-1.834139305,0,1,5,5,1.025,1.6,0.851927689,0.650793651,0.988888889,0.650793651,-2.415,-1.84,22.5,1.045,76,0.3,2.589,15.615948,1.1692,-1.0889108,-0.045979948,0.026546535
BaTlMo2O6,-1.91895699,-2.349896305,4.38,1,3,4,1.255,2.16,0.928186236,0.615079365,1.120039683,0.615079365,-2.185,-1.28,26.9,1.055,81,-0.1,2.747,34.215948,1.19325,-1.0101807,-0.044569724,0.025732342
Bi2Os2O6,-0.13027799,,0,1,6,4,2.02,2.2,0.839529262,0.534126984,0.821428571,0.534126984,-1.42,-1.24,36.6,0.94,90.6,0.2,2.908,19.215948,1.0976,-0.6463408,-0.052177822,0.03012488
Ba2Ir2O6,2.28551301,0.821392695,0,1,4,3,0.89,2.2,0.960268468,0.607142857,1.182539683,0.607142857,-2.55,-1.24,31.4,1.06,76.6,-0.2,2.682,33.615948,1.207,-0.5857128,-0.040770942,0.023539114
LaTlIr2O6,2.14056601,,0,1,4,3,1.36,2.2,0.877248894,0.607142857,0.993849206,0.607142857,-2.08,-1.24,34,1.015,84.9,-0.2,2.776,35.915948,1.15945,-0.6036447,-0.040770942,0.023539114
Sr2Sc2O6,5.32824101,2.094101695,0,1,4,3,0.95,1.36,0.850506058,0.702380952,1.047619048,0.702380952,-2.49,-2.08,16.6,1.08,67.4,-0.2,2.526,10.215948,1.197,-0.8451762,-0.026422852,0.01525524
BaLiMo2O6,-1.57859099,-2.092265305,4.38,1,3,4,0.935,2.16,0.853045281,0.615079365,0.948412698,0.615079365,-2.505,-1.28,19.1,1.01,74.4,-0.1,2.683,38.115948,1.15,-0.9922327,-0.044569724,0.025732342
Sr2Hf2O6,4.31551101,1.030501695,0,1,4,4,0.95,1.3,0.864613979,0.674603175,1.047619048,0.674603175,-2.49,-2.14,26.8,1.07,73.6,0,2.514,11.615948,1.19,-0.8471736,-0.050796367,0.029327296
LaLiY2O6,4.01793601,,0,1,4,3,1.04,1.22,0.70587703,0.825396825,0.822222222,0.825396825,-2.4,-2.22,18.6,1.06,70.1,-0.2,2.516,13.215948,1.1712,-0.8860193,-0.039929452,0.02305328
Ca2Ag2O6,5.11830301,1.860542695,0,1,4,1,1,1.93,0.72317739,0.862433862,0.904761905,0.862433862,-2.44,-1.51,18.2,1.04,78,-0.6,2.65,126.015948,1.201333333,-1.1957174,-0.016382557,0.009458474
BaSnCu2O6,4.89120901,-0.573006305,0,1,-2,2,1.425,1.9,0.822691543,0.650793651,0.920634921,0.650793651,-2.015,-1.54,21.2,0.99,84.7,-1,2.729,88.515948,1.152,-1.0237586,-0.012155645,0.007018065
K2Rh2O6,3.21852901,,0,1,2,3,0.82,2.28,0.980427357,0.591269841,1.206349206,0.591269841,-2.62,-1.16,17.6,1.07,75.6,-0.4,2.684,50.015948,1.209,-1.1056812,-0.03567009,0.020594136
Bi2Nb2O6,-2.24747799,,0,1,6,5,2.02,1.6,0.780197146,0.650793651,0.821428571,0.650793651,-1.42,-1.84,29.6,0.97,88.6,0.4,2.788,12.415948,1.127,-1.0153816,-0.045979948,0.026546535
Rb2Hf2O6,5.11580601,,0,1,2,4,0.82,1.3,0.978555356,0.674603175,1.317460317,0.674603175,-2.62,-2.14,26.6,1.14,72.4,-0.2,2.488,16.215948,1.258,-0.7831204,-0.050796367,0.029327296
Na2Pd2O6,4.02551201,,0,1,2,2,0.93,2.2,0.812438414,0.671626984,0.920634921,0.671626984,-2.51,-1.24,16.2,1,76.6,-0.6,2.69,42.415948,1.15725,-1.513332,-0.027561867,0.015912851
BaLiNb2O6,-1.12372899,-0.900281305,0,1,3,5,0.935,1.6,0.834589975,0.650793651,0.948412698,0.650793651,-2.505,-1.84,18.9,1.01,73.8,0.1,2.571,21.115948,1.159,-0.9526065,-0.045979948,0.026546535
Ca2Co2O6,3.28752501,-0.532740305,3.32,2,4,2,1,1.88,0.836675238,0.60978836,0.904761905,0.60978836,-2.44,-1.56,14.2,0.99,76.6,-0.4,2.64,60.015948,1.137666667,-0.5919988,-0.015540806,0.008972489
LaSrSc2O6,5.09040901,,0,1,5,3,1.025,1.36,0.826111699,0.702380952,0.988888889,0.702380952,-2.415,-2.08,18.5,1.075,69.2,-0.1,2.541,8.015948,1.1822,-0.7128678,-0.026422852,0.01525524
Na2Ta2O6,1.57778701,-0.390504305,0,1,2,5,0.93,1.5,0.822691543,0.650793651,0.920634921,0.650793651,-2.51,-1.94,21.6,1.01,73.2,0,2.55,39.415948,1.152,-0.9704602,-0.048716239,0.028126334
Ba2Pt2O6,3.31630401,,0,1,4,2,0.89,2.28,0.941667626,0.638888889,1.182539683,0.638888889,-2.55,-1.16,31.6,1.06,77,-0.4,2.698,18.015948,1.215,-0.5788722,-0.036128856,0.020859005
BaCaMo2O6,-1.94104299,,4.38,1,4,4,0.945,2.16,0.894741996,0.615079365,1.043650794,0.615079365,-2.495,-1.28,20.8,1.045,74.8,0,2.685,49.615948,1.174,-0.9958198,-0.044569724,0.025732342
CaBaMn2O6,3.72958901,1.557287695,3.9,2,4,2,0.945,1.55,0.954130984,0.514550265,1.043650794,0.514550265,-2.495,-1.89,17.4,1.035,75.6,-0.4,2.563,23.375948,1.148666667,-0.5870822,-0.024220011,0.01398343
BaCaNb2O6,-1.64513599,-1.299699305,0,1,4,5,0.945,1.6,0.875384597,0.650793651,1.043650794,0.650793651,-2.495,-1.84,20.6,1.045,74.2,0.2,2.573,32.615948,1.183,-0.9561936,-0.045979948,0.026546535
BaCaIr2O6,2.12671701,,0,1,4,3,0.945,2.2,0.899160475,0.607142857,1.043650794,0.607142857,-2.495,-1.24,27.8,1.025,76.8,-0.2,2.693,51.815948,1.172,-0.5879572,-0.040770942,0.023539114
Ca2Rh2O6,2.04005501,,0,1,4,3,1,2.28,0.846412107,0.591269841,0.904761905,0.591269841,-2.44,-1.16,17.8,0.99,76.8,-0.2,2.72,70.015948,1.133,-1.1162004,-0.03567009,0.020594136
LaPbSc2O6,4.99722801,-1.745280305,0,1,5,3,1.715,1.36,0.793558414,0.702380952,0.910515873,0.702380952,-1.725,-2.08,22.9,1.055,75.9,-0.1,2.679,8.015948,1.16245,-0.6030548,-0.026422852,0.01525524
La2Ni2O6,4.36486401,2.185200695,6.2,2,6,2,1.1,1.91,0.859841846,0.587301587,0.93015873,0.587301587,-2.34,-1.53,21.8,1.02,80.6,-0.2,2.666,20.815948,1.1384,-0.5914166,-0.015082085,0.008707646
BaSnV2O6,-0.12886299,,3.25,1,-2,5,1.425,1.63,0.839851981,0.617063492,0.920634921,0.617063492,-2.015,-1.81,20,0.99,81.1,-0.4,2.675,14.715948,1.1435,-1.024541,-0.023622133,0.013638245
Ba2Nb2O6,-1.37975599,-1.143329305,0,1,4,5,0.89,1.6,0.934876754,0.650793651,1.182539683,0.650793651,-2.55,-1.84,24.2,1.08,74,0.2,2.562,14.415948,1.218,-0.9539492,-0.045979948,0.026546535
LaAgNb2O6,-1.63340599,-1.720418305,0,1,4,5,1.515,1.6,0.812266251,0.650793651,0.896296296,0.650793651,-1.925,-1.84,23.4,1.005,81.6,0.2,2.687,55.115948,1.145866667,-1.2656881,-0.045979948,0.026546535
Sr2Au2O6,4.75554801,,0,1,4,3,0.95,2.54,0.782976607,0.849206349,1.047619048,0.849206349,-2.49,-0.9,28.2,1.03,77.6,-0.2,2.762,71.015948,1.234,-0.8463474,-0.021083525,0.012172579
Sr2Co2O6,3.50787601,-0.546231305,3.32,2,4,2,0.95,1.88,0.899425881,0.60978836,1.047619048,0.60978836,-2.49,-1.56,17.8,1.03,76.4,-0.4,2.63,27.015948,1.173666667,-0.85478,-0.015540806,0.008972489
Ca2Au2O6,4.87333801,,0,1,4,3,1,2.54,0.728350333,0.849206349,0.904761905,0.849206349,-2.44,-0.9,24.6,0.99,77.8,-0.2,2.772,104.015948,1.198,-0.5835662,-0.021083525,0.012172579
LaPbTi2O6,-0.86764699,,0,1,5,4,1.715,1.54,0.806084988,0.675925926,0.910515873,0.675925926,-1.725,-1.9,23.1,1.015,82.3,0.1,2.715,9.215948,1.155783333,-0.6051804,-0.023694947,0.013680284
BaCaMn2O6,3.71856501,1.542695695,3.9,2,4,2,0.945,1.55,0.954130984,0.514550265,1.043650794,0.514550265,-2.495,-1.89,17.4,1.035,75.6,-0.4,2.563,23.375948,1.148666667,-0.5870822,-0.024220011,0.01398343
Ba2Y2O6,5.07402901,1.768894695,0,1,4,3,0.89,1.22,0.84545376,0.825396825,1.182539683,0.825396825,-2.55,-2.22,23.8,1.15,68.4,-0.2,2.486,7.015948,1.262,-0.8860354,-0.039929452,0.02305328
La2Ir2O6,1.65890101,-0.381916305,0,1,6,3,1.1,2.2,0.849226514,0.607142857,0.93015873,0.607142857,-2.34,-1.24,31.6,1.02,80.4,0,2.724,32.615948,1.1434,-0.588366,-0.040770942,0.023539114
Rb2Cu2O6,4.07440701,,0,1,2,2,0.82,1.9,0.992669135,0.650793651,1.317460317,0.650793651,-2.62,-1.54,18,1.1,76.8,-0.6,2.608,91.615948,1.252,-0.7842386,-0.012155645,0.007018065
LaCaCo2O6,2.51611301,-0.030756305,3.32,2,5,2,1.05,1.88,0.842253073,0.60978836,0.917460317,0.60978836,-2.39,-1.56,17.9,1.005,78.3,-0.3,2.65,41.315948,1.140866667,-0.591081,-0.015540806,0.008972489
LaSnTi2O6,-1.03467199,-1.490452305,0,1,-1,4,1.53,1.54,0.757112123,0.675925926,0.794444444,0.675925926,-1.91,-1.9,19.9,0.98,82.4,-0.5,2.678,12.415948,1.126533333,-1.0240952,-0.023694947,0.013680284
BaRbTi2O6,4.53496501,1.639190695,0,1,3,4,0.855,1.54,0.949320154,0.675925926,1.25,0.675925926,-2.585,-1.9,18.5,1.09,73.1,-0.1,2.543,12.015948,1.241333333,-0.6816402,-0.023694947,0.013680284
SrLiV2O6,0.58987101,,3.25,1,3,5,0.965,1.63,0.822499667,0.617063492,0.880952381,0.617063492,-2.475,-1.81,13.5,0.975,74.1,0.1,2.583,18.215948,1.1335,-0.7140965,-0.023622133,0.013638245
LaAgTi2O6,3.23004701,,0,1,4,4,1.515,1.54,0.800085463,0.675925926,0.896296296,0.675925926,-1.925,-1.9,19.6,0.995,81.2,0,2.675,48.715948,1.1522,-0.8917707,-0.023694947,0.013680284
Bi2Au2O6,4.24759801,,0,1,6,3,2.02,2.54,0.696485006,0.849206349,0.821428571,0.849206349,-1.42,-0.9,37.2,0.95,92,0,2.976,65.615948,1.177,-0.6405098,-0.021083525,0.012172579
Ca2Mn2O6,3.51205601,,3.9,2,4,2,1,1.55,0.889287131,0.514550265,0.904761905,0.514550265,-2.44,-1.89,13.8,1,75.8,-0.4,2.574,41.575948,1.113666667,-0.5893266,-0.024220011,0.01398343
LaSnCu2O6,4.76926801,,0,1,-1,2,1.53,1.9,0.768638669,0.650793651,0.794444444,0.650793651,-1.91,-1.54,21.3,0.97,86.6,-0.9,2.75,88.015948,1.1202,-1.0250852,-0.012155645,0.007018065
BaPbIr2O6,1.79654801,,0,1,4,3,1.61,2.2,0.896105075,0.607142857,1.036706349,0.607142857,-1.83,-1.24,34,1.025,83.4,-0.2,2.826,35.315948,1.17025,-0.6095348,-0.040770942,0.023539114
Tl2Ru2O6,1.71535601,0.459093695,0,1,2,3,1.62,2.2,0.954281275,0.524603175,1.057539683,0.524603175,-1.82,-1.24,29.8,1,88.6,-0.4,2.828,33.215948,1.1547,-1.1054938,-0.046062567,0.026594236
LaRbCu2O6,5.02551301,2.000964695,0,1,4,2,0.96,1.9,0.90972007,0.650793651,1.123809524,0.650793651,-2.48,-1.54,20,1.06,79.2,-0.4,2.636,87.115948,1.2032,-0.6839568,-0.012155645,0.007018065
BaNaNb2O6,-1.13533599,-1.016456305,0,1,3,5,0.91,1.6,0.878784149,0.650793651,1.051587302,0.650793651,-2.53,-1.84,19.7,1.045,73.7,0.1,2.566,26.615948,1.185,-1.1483926,-0.045979948,0.026546535
CaBaCo2O6,2.56131601,-0.686303305,3.32,2,4,2,0.945,1.88,0.897682808,0.60978836,1.043650794,0.60978836,-2.495,-1.56,17.8,1.025,76.4,-0.4,2.629,41.815948,1.172666667,-0.5897544,-0.015540806,0.008972489
Sr2Ti2O6,3.88423201,1.102252695,0,1,4,4,0.95,1.54,0.863931568,0.675925926,1.047619048,0.675925926,-2.49,-1.9,16.8,1.04,73.8,0,2.562,11.415948,1.190333333,-0.8473018,-0.023694947,0.013680284
BaCaCu2O6,4.81950001,,0,1,4,2,0.945,1.9,0.875384597,0.650793651,1.043650794,0.650793651,-2.495,-1.54,18.2,1.025,78,-0.4,2.633,101.815948,1.183,-0.5832662,-0.012155645,0.007018065
